Factorial,DataType,Before,After,Size,Duration
12784,List,1678487159,1678487159,5215872,0.101590157
12785,Array,1678487159,1678487159,102288,0.003640175
12785,List,1678487159,1678487159,5216280,0.090759993
12786,Array,1678487159,1678487159,102296,0.016070127
12786,List,1678487159,1678487159,5216688,0.08664012
12787,Array,1678487159,1678487159,102304,0.003669977
12787,List,1678487159,1678487159,5217096,0.089760065
12788,Array,1678487159,1678487159,102312,0.004779816
12788,List,1678487159,1678487159,5217504,0.090899944
12789,Array,1678487159,1678487159,102320,0.003610134
12789,List,1678487159,1678487160,5217912,0.089760065
12790,Array,1678487160,1678487160,102328,0.006510019
12790,List,1678487160,1678487160,5218320,0.090569973
12791,Array,1678487160,1678487160,102336,0.003620148
12791,List,1678487160,1678487160,5218728,0.08788991
12792,Array,1678487160,1678487160,102344,0.006539822
12792,List,1678487160,1678487160,5219136,0.08912015
12793,Array,1678487160,1678487160,102352,0.003600121
12793,List,1678487160,1678487160,5219544,0.070970058
12794,Array,1678487160,1678487160,102360,0.004860163
12794,List,1678487160,1678487160,5219952,0.071060181
12795,Array,1678487160,1678487160,102368,0.004229784
12795,List,1678487160,1678487160,5220360,0.066009998
12796,Array,1678487160,1678487160,102376,0.001749992
12796,List,1678487160,1678487160,5220768,0.061690092
12797,Array,1678487160,1678487160,102384,0.002990007
12797,List,1678487160,1678487160,5221176,0.060739994
12798,Array,1678487160,1678487160,102392,0.002789974
12798,List,1678487160,1678487160,5221584,0.064890146
12799,Array,1678487160,1678487160,102400,0.001790047
12799,List,1678487160,1678487160,5221992,0.065530062
12800,Array,1678487160,1678487160,102408,0.003249884
12800,List,1678487160,1678487160,5222400,0.062829971
12801,Array,1678487160,1678487160,102416,0.003599882
12801,List,1678487160,1678487160,5222808,0.064130068
12802,Array,1678487160,1678487160,102424,0.00177002
12802,List,1678487160,1678487160,5223216,0.063459873
12803,Array,1678487160,1678487160,102432,0.00387001
12803,List,1678487160,1678487161,5223624,0.065219879
12804,Array,1678487161,1678487161,102440,0.003690004
12804,List,1678487161,1678487161,5224032,0.064939976
12805,Array,1678487161,1678487161,102448,0.001749992
12805,List,1678487161,1678487161,5224440,0.063529968
12806,Array,1678487161,1678487161,102456,0.003939867
12806,List,1678487161,1678487161,5224848,0.065490007
12807,Array,1678487161,1678487161,102464,0.00383997
12807,List,1678487161,1678487161,5225256,0.069570065
12808,Array,1678487161,1678487161,102472,0.006930113
12808,List,1678487161,1678487161,5225664,0.060539961
12809,Array,1678487161,1678487161,102480,0.002019882
12809,List,1678487161,1678487161,5226072,0.070549965
12810,Array,1678487161,1678487161,102488,0.004640102
12810,List,1678487161,1678487161,5226480,0.067000151
12811,Array,1678487161,1678487161,102496,0.004869938
12811,List,1678487161,1678487161,5226888,0.059429884
12812,Array,1678487161,1678487161,102504,0.001780033
12812,List,1678487161,1678487161,5227296,0.061769962
12813,Array,1678487161,1678487161,102512,0.004070044
12813,List,1678487161,1678487161,5227704,0.063019991
12814,Array,1678487161,1678487161,102520,0.002660036
12814,List,1678487161,1678487161,5228112,0.06814003
12815,Array,1678487161,1678487161,102528,0.001749992
12815,List,1678487161,1678487161,5228520,0.062779903
12816,Array,1678487161,1678487161,102536,0.004110098
12816,List,1678487161,1678487161,5228928,0.067800045
12817,Array,1678487161,1678487161,102544,0.003070116
12817,List,1678487161,1678487162,5229336,0.068659782
12818,Array,1678487162,1678487162,102552,0.002380133
12818,List,1678487162,1678487162,5229744,0.064779997
12819,Array,1678487162,1678487162,102560,0.003960133
12819,List,1678487162,1678487162,5230152,0.063329935
12820,Array,1678487162,1678487162,102568,0.004179955
12820,List,1678487162,1678487162,5230560,0.068619967
12821,Array,1678487162,1678487162,102576,0.00180006
12821,List,1678487162,1678487162,5230968,0.064610004
12822,Array,1678487162,1678487162,102584,0.005460024
12822,List,1678487162,1678487162,5231376,0.070500135
12823,Array,1678487162,1678487162,102592,0.001840115
12823,List,1678487162,1678487162,5231784,0.075739861
12824,Array,1678487162,1678487162,102600,0.00180006
12824,List,1678487162,1678487162,5232192,0.063969851
12825,Array,1678487162,1678487162,102608,0.002239943
12825,List,1678487162,1678487162,5232600,0.066080093
12826,Array,1678487162,1678487162,102616,0.003809929
12826,List,1678487162,1678487162,5233008,0.069169998
12827,Array,1678487162,1678487162,102624,0.00177002
12827,List,1678487162,1678487162,5233416,0.063579798
12828,Array,1678487162,1678487162,102632,0.003890038
12828,List,1678487162,1678487162,5233824,0.065740108
12829,Array,1678487162,1678487162,102640,0.005730152
12829,List,1678487162,1678487162,5234232,0.066830158
12830,Array,1678487162,1678487162,102648,0.001909971
12830,List,1678487162,1678487162,5234640,0.064039946
12831,Array,1678487162,1678487162,102656,0.006639957
12831,List,1678487162,1678487163,5235048,0.067119837
12832,Array,1678487163,1678487163,102664,0.004189968
12832,List,1678487163,1678487163,5235456,0.070009947
12833,Array,1678487163,1678487163,102672,0.001889944
12833,List,1678487163,1678487163,5235864,0.064120054
12834,Array,1678487163,1678487163,102680,0.004999876
12834,List,1678487163,1678487163,5236272,0.064850092
12835,Array,1678487163,1678487163,102688,0.004019976
12835,List,1678487163,1678487163,5236680,0.070600033
12836,Array,1678487163,1678487163,102696,0.001840115
12836,List,1678487163,1678487163,5237088,0.064699888
12837,Array,1678487163,1678487163,102704,0.004790068
12837,List,1678487163,1678487163,5237496,0.064369917
12838,Array,1678487163,1678487163,102712,0.005599976
12838,List,1678487163,1678487163,5237904,0.07592988
12839,Array,1678487163,1678487163,102720,0.001780033
12839,List,1678487163,1678487163,5238312,0.06592989
12840,Array,1678487163,1678487163,102728,0.007070065
12840,List,1678487163,1678487163,5238720,0.068239927
12841,Array,1678487163,1678487163,102736,0.005599976
12841,List,1678487163,1678487163,5239128,0.068830013
12842,Array,1678487163,1678487163,102744,0.001760006
12842,List,1678487163,1678487163,5239536,0.065939903
12843,Array,1678487163,1678487163,102752,0.006500006
12843,List,1678487163,1678487163,5239944,0.065279961
12844,Array,1678487163,1678487163,102760,0.004609823
12844,List,1678487163,1678487163,5240352,0.07043004
12845,Array,1678487163,1678487163,102768,0.001760006
12845,List,1678487163,1678487164,5240760,0.069010019
12846,Array,1678487164,1678487164,102776,0.005520105
12846,List,1678487164,1678487164,5241168,0.06607008
12847,Array,1678487164,1678487164,102784,0.005900145
12847,List,1678487164,1678487164,5241576,0.072119951
12848,Array,1678487164,1678487164,102792,0.001809835
12848,List,1678487164,1678487164,5241984,0.065000057
12849,Array,1678487164,1678487164,102800,0.007200003
12849,List,1678487164,1678487164,5242392,0.067359924
12850,Array,1678487164,1678487164,102808,0.004760027
12850,List,1678487164,1678487164,5242800,0.074019909
12851,Array,1678487164,1678487164,102816,0.001819849
12851,List,1678487164,1678487164,5243208,0.064040184
12852,Array,1678487164,1678487164,102824,0.007130146
12852,List,1678487164,1678487164,5243616,0.071909904
12853,Array,1678487164,1678487164,102832,0.004289865
12853,List,1678487164,1678487164,5244024,0.078480005
12854,Array,1678487164,1678487164,102840,0.00180006
12854,List,1678487164,1678487164,5244432,0.062949896
12855,Array,1678487164,1678487164,102848,0.00838995
12855,List,1678487164,1678487164,5244840,0.062779903
12856,Array,1678487164,1678487164,102856,0.002730131
12856,List,1678487164,1678487164,5245248,0.073619843
12857,Array,1678487164,1678487164,102864,0.001760006
12857,List,1678487164,1678487164,5245656,0.063390017
12858,Array,1678487164,1678487164,102872,0.009569883
12858,List,1678487164,1678487164,5246064,0.065109968
12859,Array,1678487164,1678487164,102880,0.002059937
12859,List,1678487164,1678487165,5246472,0.07743001
12860,Array,1678487165,1678487165,102888,0.001820087
12860,List,1678487165,1678487165,5246880,0.063119888
12861,Array,1678487165,1678487165,102896,0.008820057
12861,List,1678487165,1678487165,5247288,0.071120024
12862,Array,1678487165,1678487165,102904,0.008859873
12862,List,1678487165,1678487165,5247696,0.068720102
12863,Array,1678487165,1678487165,102912,0.001950026
12863,List,1678487165,1678487165,5248104,0.063290119
12864,Array,1678487165,1678487165,102920,0.008139849
12864,List,1678487165,1678487165,5248512,0.064140081
12865,Array,1678487165,1678487165,102928,0.002950191
12865,List,1678487165,1678487165,5248920,0.084149837
12866,Array,1678487165,1678487165,102936,0.006500006
12866,List,1678487165,1678487165,5249328,0.071949959
12867,Array,1678487165,1678487165,102944,0.009299994
12867,List,1678487165,1678487165,5249736,0.07314992
12868,Array,1678487165,1678487165,102952,0.001760006
12868,List,1678487165,1678487165,5250144,0.064869881
12869,Array,1678487165,1678487165,102960,0.007770061
12869,List,1678487165,1678487165,5250552,0.07249999
12870,Array,1678487165,1678487165,102968,0.00880003
12870,List,1678487165,1678487165,5250960,0.066250086
12871,Array,1678487165,1678487165,102976,0.001760006
12871,List,1678487165,1678487165,5251368,0.063300133
12872,Array,1678487165,1678487165,102984,0.008379936
12872,List,1678487165,1678487166,5251776,0.064800024
12873,Array,1678487166,1678487166,102992,0.002640009
12873,List,1678487166,1678487166,5252184,0.071670055
12874,Array,1678487166,1678487166,103000,0.001909971
12874,List,1678487166,1678487166,5252592,0.063770056
12875,Array,1678487166,1678487166,103008,0.003629923
12875,List,1678487166,1678487166,5253000,0.063780069
12876,Array,1678487166,1678487166,103016,0.007050037
12876,List,1678487166,1678487166,5253408,0.073750019
12877,Array,1678487166,1678487166,103024,0.00177002
12877,List,1678487166,1678487166,5253816,0.065979958
12878,Array,1678487166,1678487166,103032,0.007100105
12878,List,1678487166,1678487166,5254224,0.073090076
12879,Array,1678487166,1678487166,103040,0.007770061
12879,List,1678487166,1678487166,5254632,0.070100069
12880,Array,1678487166,1678487166,103048,0.002990007
12880,List,1678487166,1678487166,5255040,0.069339991
12881,Array,1678487166,1678487166,103056,0.008409977
12881,List,1678487166,1678487166,5255448,0.065050125
12882,Array,1678487166,1678487166,103064,0.003299952
12882,List,1678487166,1678487166,5255856,0.070109844
12883,Array,1678487166,1678487166,103072,0.002000093
12883,List,1678487166,1678487166,5256264,0.06554985
12884,Array,1678487166,1678487166,103080,0.005540133
12884,List,1678487166,1678487166,5256672,0.07220006
12885,Array,1678487166,1678487166,103088,0.004290104
12885,List,1678487166,1678487166,5257080,0.074950218
12886,Array,1678487166,1678487166,103096,0.001749992
12886,List,1678487166,1678487167,5257488,0.067860126
12887,Array,1678487167,1678487167,103104,0.011259794
12887,List,1678487167,1678487167,5257896,0.080650091
12888,Array,1678487167,1678487167,103112,0.00177002
12888,List,1678487167,1678487167,5258304,0.066869974
12889,Array,1678487167,1678487167,103120,0.008400202
12889,List,1678487167,1678487167,5258712,0.070349932
12890,Array,1678487167,1678487167,103128,0.006509781
12890,List,1678487167,1678487167,5259120,0.070310116
12891,Array,1678487167,1678487167,103136,0.001809835
12891,List,1678487167,1678487167,5259528,0.066020012
12892,Array,1678487167,1678487167,103144,0.006829977
12892,List,1678487167,1678487167,5259936,0.065030098
12893,Array,1678487167,1678487167,103152,0.004890203
12893,List,1678487167,1678487167,5260344,0.077669859
12894,Array,1678487167,1678487167,103160,0.00199008
12894,List,1678487167,1678487167,5260752,0.064719915
12895,Array,1678487167,1678487167,103168,0.004349947
12895,List,1678487167,1678487167,5261160,0.065289974
12896,Array,1678487167,1678487167,103176,0.007339954
12896,List,1678487167,1678487167,5261568,0.075569868
12897,Array,1678487167,1678487167,103184,0.00177002
12897,List,1678487167,1678487167,5261976,0.065890074
12898,Array,1678487167,1678487167,103192,0.008080006
12898,List,1678487167,1678487167,5262384,0.071680069
12899,Array,1678487167,1678487167,103200,0.00184989
12899,List,1678487167,1678487168,5262792,0.079669952
12900,Array,1678487168,1678487168,103208,0.001790047
12900,List,1678487168,1678487168,5263200,0.066600084
12901,Array,1678487168,1678487168,103216,0.006720066
12901,List,1678487168,1678487168,5263608,0.064699888
12902,Array,1678487168,1678487168,103224,0.004670143
12902,List,1678487168,1678487168,5264016,0.072920084
12903,Array,1678487168,1678487168,103232,0.001970053
12903,List,1678487168,1678487168,5264424,0.065379858
12904,Array,1678487168,1678487168,103240,0.010440111
12904,List,1678487168,1678487168,5264832,0.077439785
12905,Array,1678487168,1678487168,103248,0.010250092
12905,List,1678487168,1678487168,5265240,0.071069956
12906,Array,1678487168,1678487168,103256,0.00177002
12906,List,1678487168,1678487168,5265648,0.06437993
12907,Array,1678487168,1678487168,103264,0.007719994
12907,List,1678487168,1678487168,5266056,0.081749916
12908,Array,1678487168,1678487168,103272,0.001780033
12908,List,1678487168,1678487168,5266464,0.068339825
12909,Array,1678487168,1678487168,103280,0.007640123
12909,List,1678487168,1678487168,5266872,0.069819927
12910,Array,1678487168,1678487168,103288,0.008270025
12910,List,1678487168,1678487168,5267280,0.068760157
12911,Array,1678487168,1678487168,103296,0.001789808
12911,List,1678487168,1678487168,5267688,0.065510035
12912,Array,1678487168,1678487168,103304,0.009399891
12912,List,1678487168,1678487169,5268096,0.067070007
12913,Array,1678487169,1678487169,103312,0.002020121
12913,List,1678487169,1678487169,5268504,0.076200008
12914,Array,1678487169,1678487169,103320,0.001820087
12914,List,1678487169,1678487169,5268912,0.063999891
12915,Array,1678487169,1678487169,103328,0.004630089
12915,List,1678487169,1678487169,5269320,0.071309805
12916,Array,1678487169,1678487169,103336,0.005959988
12916,List,1678487169,1678487169,5269728,0.074609995
12917,Array,1678487169,1678487169,103344,0.001790047
12917,List,1678487169,1678487169,5270136,0.06998992
12918,Array,1678487169,1678487169,103352,0.008019924
12918,List,1678487169,1678487169,5270544,0.082360029
12919,Array,1678487169,1678487169,103360,0.010959864
12919,List,1678487169,1678487169,5270952,0.072900057
12920,Array,1678487169,1678487169,103368,0.001829863
12920,List,1678487169,1678487169,5271360,0.073310137
12921,Array,1678487169,1678487169,103376,0.007689953
12921,List,1678487169,1678487169,5271768,0.078179836
12922,Array,1678487169,1678487169,103384,0.001780033
12922,List,1678487169,1678487169,5272176,0.068700075
12923,Array,1678487169,1678487169,103392,0.007189989
12923,List,1678487169,1678487169,5272584,0.070180178
12924,Array,1678487169,1678487169,103400,0.007470131
12924,List,1678487169,1678487169,5272992,0.07198
12925,Array,1678487169,1678487169,103408,0.001789808
12925,List,1678487169,1678487170,5273400,0.066090107
12926,Array,1678487170,1678487170,103416,0.007429838
12926,List,1678487170,1678487170,5273808,0.066730022
12927,Array,1678487170,1678487170,103424,0.003940105
12927,List,1678487170,1678487170,5274216,0.072480202
12928,Array,1678487170,1678487170,103432,0.001870155
12928,List,1678487170,1678487170,5274624,0.064979792
12929,Array,1678487170,1678487170,103440,0.006469965
12929,List,1678487170,1678487170,5275032,0.077090025
12930,Array,1678487170,1678487170,103448,0.003199816
12930,List,1678487170,1678487170,5275440,0.100749969
12931,Array,1678487170,1678487170,103456,0.003370047
12931,List,1678487170,1678487170,5275848,0.090610027
12932,Array,1678487170,1678487170,103464,0.014989853
12932,List,1678487170,1678487170,5276256,0.12522006
12933,Array,1678487170,1678487170,103472,0.004289865
12933,List,1678487170,1678487170,5276664,0.103709936
12934,Array,1678487170,1678487170,103480,0.025460005
12934,List,1678487170,1678487170,5277072,0.093669891
12935,Array,1678487170,1678487170,103488,0.004110098
12935,List,1678487170,1678487171,5277480,0.118940115
12936,Array,1678487171,1678487171,103496,0.004249811
12936,List,1678487171,1678487171,5277888,0.104959965
12937,Array,1678487171,1678487171,103504,0.006010056
12937,List,1678487171,1678487171,5278296,0.105489969
12938,Array,1678487171,1678487171,103512,0.004129887
12938,List,1678487171,1678487171,5278704,0.102410078
12939,Array,1678487171,1678487171,103520,0.007969856
12939,List,1678487171,1678487171,5279112,0.105920076
12940,Array,1678487171,1678487171,103528,0.004299879
12940,List,1678487171,1678487171,5279520,0.099099874
12941,Array,1678487171,1678487171,103536,0.007889986
12941,List,1678487171,1678487171,5279928,0.114109993
12942,Array,1678487171,1678487171,103544,0.004090071
12942,List,1678487171,1678487171,5280336,0.117310047
12943,Array,1678487171,1678487171,103552,0.012639999
12943,List,1678487171,1678487171,5280744,0.10984993
12944,Array,1678487171,1678487171,103560,0.004209995
12944,List,1678487171,1678487172,5281152,0.099869967
12945,Array,1678487172,1678487172,103568,0.010149956
12945,List,1678487172,1678487172,5281560,0.113470078
12946,Array,1678487172,1678487172,103576,0.004100084
12946,List,1678487172,1678487172,5281968,0.099239826
12947,Array,1678487172,1678487172,103584,0.009600163
12947,List,1678487172,1678487172,5282376,0.112080097
12948,Array,1678487172,1678487172,103592,0.004339933
12948,List,1678487172,1678487172,5282784,0.097729921
12949,Array,1678487172,1678487172,103600,0.016010046
12949,List,1678487172,1678487172,5283192,0.101439953
12950,Array,1678487172,1678487172,103608,0.003619909
12950,List,1678487172,1678487172,5283600,0.101399899
12951,Array,1678487172,1678487172,103616,0.010560036
12951,List,1678487172,1678487172,5284008,0.089759827
12952,Array,1678487172,1678487172,103624,0.003700018
12952,List,1678487172,1678487172,5284416,0.088639975
12953,Array,1678487172,1678487172,103632,0.006389856
12953,List,1678487172,1678487172,5284824,0.097850084
12954,Array,1678487172,1678487172,103640,0.003549814
12954,List,1678487172,1678487173,5285232,0.090880156
12955,Array,1678487173,1678487173,103648,0.007040024
12955,List,1678487173,1678487173,5285640,0.094969988
12956,Array,1678487173,1678487173,103656,0.003759861
12956,List,1678487173,1678487173,5286048,0.088989973
12957,Array,1678487173,1678487173,103664,0.007100105
12957,List,1678487173,1678487173,5286456,0.095999956
12958,Array,1678487173,1678487173,103672,0.003650188
12958,List,1678487173,1678487173,5286864,0.089919806
12959,Array,1678487173,1678487173,103680,0.006860018
12959,List,1678487173,1678487173,5287272,0.091569901
12960,Array,1678487173,1678487173,103688,0.003659964
12960,List,1678487173,1678487173,5287680,0.088629961
12961,Array,1678487173,1678487173,103696,0.006690025
12961,List,1678487173,1678487173,5288088,0.091470003
12962,Array,1678487173,1678487173,103704,0.006550074
12962,List,1678487173,1678487173,5288496,0.092010021
12963,Array,1678487173,1678487173,103712,0.006569862
12963,List,1678487173,1678487173,5288904,0.089720011
12964,Array,1678487173,1678487173,103720,0.010449886
12964,List,1678487173,1678487174,5289312,0.089669943
12965,Array,1678487174,1678487174,103728,0.003679991
12965,List,1678487174,1678487174,5289720,0.092000008
12966,Array,1678487174,1678487174,103736,0.005899906
12966,List,1678487174,1678487174,5290128,0.095479965
12967,Array,1678487174,1678487174,103744,0.003819942
12967,List,1678487174,1678487174,5290536,0.069099903
12968,Array,1678487174,1678487174,103752,0.003910065
12968,List,1678487174,1678487174,5290944,0.065160036
12969,Array,1678487174,1678487174,103760,0.00180006
12969,List,1678487174,1678487174,5291352,0.062619925
12970,Array,1678487174,1678487174,103768,0.001980066
12970,List,1678487174,1678487174,5291760,0.064899921
12971,Array,1678487174,1678487174,103776,0.003010035
12971,List,1678487174,1678487174,5292168,0.066250086
12972,Array,1678487174,1678487174,103784,0.00225997
12972,List,1678487174,1678487174,5292576,0.06471014
12973,Array,1678487174,1678487174,103792,0.002899885
12973,List,1678487174,1678487174,5292984,0.062059879
12974,Array,1678487174,1678487174,103800,0.003280163
12974,List,1678487174,1678487174,5293392,0.075589895
12975,Array,1678487174,1678487174,103808,0.005079985
12975,List,1678487174,1678487174,5293800,0.059429884
12976,Array,1678487174,1678487174,103816,0.002000093
12976,List,1678487174,1678487174,5294208,0.062939882
12977,Array,1678487174,1678487174,103824,0.003489971
12977,List,1678487174,1678487175,5294616,0.062849998
12978,Array,1678487175,1678487175,103832,0.002979994
12978,List,1678487175,1678487175,5295024,0.066759825
12979,Array,1678487175,1678487175,103840,0.002059937
12979,List,1678487175,1678487175,5295432,0.06517005
12980,Array,1678487175,1678487175,103848,0.003259897
12980,List,1678487175,1678487175,5295840,0.065380096
12981,Array,1678487175,1678487175,103856,0.003259897
12981,List,1678487175,1678487175,5296248,0.066809893
12982,Array,1678487175,1678487175,103864,0.001810074
12982,List,1678487175,1678487175,5296656,0.065429926
12983,Array,1678487175,1678487175,103872,0.00474
12983,List,1678487175,1678487175,5297064,0.068399906
12984,Array,1678487175,1678487175,103880,0.001829863
12984,List,1678487175,1678487175,5297472,0.066679955
12985,Array,1678487175,1678487175,103888,0.002000093
12985,List,1678487175,1678487175,5297880,0.066409826
12986,Array,1678487175,1678487175,103896,0.003880024
12986,List,1678487175,1678487175,5298288,0.06520009
12987,Array,1678487175,1678487175,103904,0.003060102
12987,List,1678487175,1678487175,5298696,0.069759846
12988,Array,1678487175,1678487175,103912,0.001970053
12988,List,1678487175,1678487175,5299104,0.065829992
12989,Array,1678487175,1678487175,103920,0.004940033
12989,List,1678487175,1678487175,5299512,0.092079878
12990,Array,1678487175,1678487175,103928,0.00177002
12990,List,1678487175,1678487175,5299920,0.065049887
12991,Array,1678487175,1678487175,103936,0.004590034
12991,List,1678487175,1678487176,5300328,0.067589998
12992,Array,1678487176,1678487176,103944,0.003879786
12992,List,1678487176,1678487176,5300736,0.066090107
12993,Array,1678487176,1678487176,103952,0.001799822
12993,List,1678487176,1678487176,5301144,0.066529989
12994,Array,1678487176,1678487176,103960,0.004040003
12994,List,1678487176,1678487176,5301552,0.064579964
12995,Array,1678487176,1678487176,103968,0.003350019
12995,List,1678487176,1678487176,5301960,0.066410065
12996,Array,1678487176,1678487176,103976,0.001980066
12996,List,1678487176,1678487176,5302368,0.066060066
12997,Array,1678487176,1678487176,103984,0.003589869
12997,List,1678487176,1678487176,5302776,0.065449953
12998,Array,1678487176,1678487176,103992,0.004070044
12998,List,1678487176,1678487176,5303184,0.071219921
12999,Array,1678487176,1678487176,104000,0.001810074
12999,List,1678487176,1678487176,5303592,0.0650599
13000,Array,1678487176,1678487176,104008,0.004369974
13000,List,1678487176,1678487176,5304000,0.065039873
13001,Array,1678487176,1678487176,104016,0.003040075
13001,List,1678487176,1678487176,5304408,0.06724
13002,Array,1678487176,1678487176,104024,0.001929998
13002,List,1678487176,1678487176,5304816,0.066470146
13003,Array,1678487176,1678487176,104032,0.005600214
13003,List,1678487176,1678487176,5305224,0.066609859
13004,Array,1678487176,1678487176,104040,0.006229877
13004,List,1678487176,1678487176,5305632,0.068240166
13005,Array,1678487176,1678487176,104048,0.001929998
13005,List,1678487176,1678487176,5306040,0.06490016
13006,Array,1678487176,1678487176,104056,0.004029989
13006,List,1678487176,1678487177,5306448,0.065790176
13007,Array,1678487177,1678487177,104064,0.002219915
13007,List,1678487177,1678487177,5306856,0.072659969
13008,Array,1678487177,1678487177,104072,0.002640009
13008,List,1678487177,1678487177,5307264,0.066029787
13009,Array,1678487177,1678487177,104080,0.004580021
13009,List,1678487177,1678487177,5307672,0.065239906
13010,Array,1678487177,1678487177,104088,0.005740166
13010,List,1678487177,1678487177,5308080,0.068989992
13011,Array,1678487177,1678487177,104096,0.002050161
13011,List,1678487177,1678487177,5308488,0.068399906
13012,Array,1678487177,1678487177,104104,0.006599903
13012,List,1678487177,1678487177,5308896,0.066720009
13013,Array,1678487177,1678487177,104112,0.003809929
13013,List,1678487177,1678487177,5309304,0.068020105
13014,Array,1678487177,1678487177,104120,0.001829863
13014,List,1678487177,1678487177,5309712,0.065299988
13015,Array,1678487177,1678487177,104128,0.004319906
13015,List,1678487177,1678487177,5310120,0.064919949
13016,Array,1678487177,1678487177,104136,0.00515008
13016,List,1678487177,1678487177,5310528,0.07336998
13017,Array,1678487177,1678487177,104144,0.001809835
13017,List,1678487177,1678487177,5310936,0.066869974
13018,Array,1678487177,1678487177,104152,0.005460024
13018,List,1678487177,1678487177,5311344,0.07288003
13019,Array,1678487177,1678487177,104160,0.006739855
13019,List,1678487177,1678487178,5311752,0.071850061
13020,Array,1678487178,1678487178,104168,0.001989841
13020,List,1678487178,1678487178,5312160,0.06656003
13021,Array,1678487178,1678487178,104176,0.006680012
13021,List,1678487178,1678487178,5312568,0.066299915
13022,Array,1678487178,1678487178,104184,0.004840136
13022,List,1678487178,1678487178,5312976,0.071820021
13023,Array,1678487178,1678487178,104192,0.001790047
13023,List,1678487178,1678487178,5313384,0.065690041
13024,Array,1678487178,1678487178,104200,0.006629944
13024,List,1678487178,1678487178,5313792,0.075189829
13025,Array,1678487178,1678487178,104208,0.005270004
13025,List,1678487178,1678487178,5314200,0.077110052
13026,Array,1678487178,1678487178,104216,0.001790047
13026,List,1678487178,1678487178,5314608,0.065740108
13027,Array,1678487178,1678487178,104224,0.008110046
13027,List,1678487178,1678487178,5315016,0.065459967
13028,Array,1678487178,1678487178,104232,0.009899855
13028,List,1678487178,1678487178,5315424,0.068079948
13029,Array,1678487178,1678487178,104240,0.001839876
13029,List,1678487178,1678487178,5315832,0.066510201
13030,Array,1678487178,1678487178,104248,0.006910086
13030,List,1678487178,1678487178,5316240,0.067059994
13031,Array,1678487178,1678487178,104256,0.00797987
13031,List,1678487178,1678487178,5316648,0.073549986
13032,Array,1678487178,1678487178,104264,0.002239943
13032,List,1678487178,1678487178,5317056,0.065790176
13033,Array,1678487178,1678487178,104272,0.006550074
13033,List,1678487178,1678487179,5317464,0.076319933
13034,Array,1678487179,1678487179,104280,0.00187993
13034,List,1678487179,1678487179,5317872,0.06814003
13035,Array,1678487179,1678487179,104288,0.007509947
13035,List,1678487179,1678487179,5318280,0.070610046
13036,Array,1678487179,1678487179,104296,0.007859945
13036,List,1678487179,1678487179,5318688,0.068700075
13037,Array,1678487179,1678487179,104304,0.001820087
13037,List,1678487179,1678487179,5319096,0.066879988
13038,Array,1678487179,1678487179,104312,0.007889986
13038,List,1678487179,1678487179,5319504,0.067169905
13039,Array,1678487179,1678487179,104320,0.002820015
13039,List,1678487179,1678487179,5319912,0.072609901
13040,Array,1678487179,1678487179,104328,0.00184989
13040,List,1678487179,1678487179,5320320,0.065320015
13041,Array,1678487179,1678487179,104336,0.004830122
13041,List,1678487179,1678487179,5320728,0.079410076
13042,Array,1678487179,1678487179,104344,0.004709959
13042,List,1678487179,1678487179,5321136,0.07626009
13043,Array,1678487179,1678487179,104352,0.001929998
13043,List,1678487179,1678487179,5321544,0.068390131
13044,Array,1678487179,1678487179,104360,0.008270025
13044,List,1678487179,1678487179,5321952,0.076210022
13045,Array,1678487179,1678487179,104368,0.011120081
13045,List,1678487179,1678487179,5322360,0.076939821
13046,Array,1678487179,1678487179,104376,0.001790047
13046,List,1678487179,1678487180,5322768,0.067110062
13047,Array,1678487180,1678487180,104384,0.005739927
13047,List,1678487180,1678487180,5323176,0.064919949
13048,Array,1678487180,1678487180,104392,0.012079954
13048,List,1678487180,1678487180,5323584,0.070459843
13049,Array,1678487180,1678487180,104400,0.00180006
13049,List,1678487180,1678487180,5323992,0.072089911
13050,Array,1678487180,1678487180,104408,0.006999969
13050,List,1678487180,1678487180,5324400,0.070320129
13051,Array,1678487180,1678487180,104416,0.009330034
13051,List,1678487180,1678487180,5324808,0.06227994
13052,Array,1678487180,1678487180,104424,0.00180006
13052,List,1678487180,1678487180,5325216,0.06408
13053,Array,1678487180,1678487180,104432,0.006520033
13053,List,1678487180,1678487180,5325624,0.067850113
13054,Array,1678487180,1678487180,104440,0.008110046
13054,List,1678487180,1678487180,5326032,0.068040133
13055,Array,1678487180,1678487180,104448,0.001779795
13055,List,1678487180,1678487180,5326440,0.063570023
13056,Array,1678487180,1678487180,104456,0.005850077
13056,List,1678487180,1678487180,5326848,0.065179825
13057,Array,1678487180,1678487180,104464,0.008320093
13057,List,1678487180,1678487180,5327256,0.068009853
13058,Array,1678487180,1678487180,104472,0.001790047
13058,List,1678487180,1678487180,5327664,0.063969851
13059,Array,1678487180,1678487180,104480,0.006810188
13059,List,1678487180,1678487180,5328072,0.08212018
13060,Array,1678487180,1678487180,104488,0.003420115
13060,List,1678487180,1678487181,5328480,0.062979937
13061,Array,1678487181,1678487181,104496,0.001950026
13061,List,1678487181,1678487181,5328888,0.064059973
13062,Array,1678487181,1678487181,104504,0.001829863
13062,List,1678487181,1678487181,5329296,0.07784009
13063,Array,1678487181,1678487181,104512,0.007149935
13063,List,1678487181,1678487181,5329704,0.062039852
